"LOCATION","Country","SEX","Sex","AGE","Age","TIME","Time","Value","Flag Codes","Flags"
"DEU","Germany","W","Women","LESS_15_SHARE","Share of under 15 - children","2017","2017",12.8920905341245,,
"DEU","Germany","W","Women","LESS_15_SHARE","Share of under 15 - children","2018","2018",13.0009618421656,,
"DEU","Germany","W","Women","LESS_15_SHARE","Share of under 15 - children","2019","2019",13.1022282536259,,
"DEU","Germany","W","Women","LESS_15_SHARE","Share of under 15 - children","2020","2020",13.198797677798,,
"DEU","Germany","W","Women","LESS_15_SHARE","Share of under 15 - children","2021","2021",13.3171357217124,,
"DEU","Germany","M","Men","LESS_15_SHARE","Share of under 15 - children","2010","2010",14.0449587378046,,
"DEU","Germany","M","Men","LESS_15_SHARE","Share of under 15 - children","2011","2011",14.1778200936967,,
"DEU","Germany","M","Men","LESS_15_SHARE","Share of under 15 - children","2012","2012",14.0018660511322,,
"DEU","Germany","M","Men","LESS_15_SHARE","Share of under 15 - children","2013","2013",13.8606170166675,,
"DEU","Germany","M","Men","LESS_15_SHARE","Share of under 15 - children","2014","2014",13.7846812898004,,
"DEU","Germany","M","Men","LESS_15_SHARE","Share of under 15 - children","2015","2015",13.7868797820723,,
"DEU","Germany","M","Men","LESS_15_SHARE","Share of under 15 - children","2016","2016",13.8815158678885,,
"DEU","Germany","M","Men","LESS_15_SHARE","Share of under 15 - children","2017","2017",14.0055193553569,,
"DEU","Germany","M","Men","LESS_15_SHARE","Share of under 15 - children","2018","2018",14.1077621210091,,
"DEU","Germany","M","Men","LESS_15_SHARE","Share of under 15 - children","2019","2019",14.2095043410896,,
"DEU","Germany","M","Men","LESS_15_SHARE","Share of under 15 - children","2020","2020",14.3157179968535,,
"DEU","Germany","M","Men","LESS_15_SHARE","Share of under 15 - children","2021","2021",14.4451983292181,,
"DEU","Germany","T","Total","LESS_15_SHARE","Share of under 15 - children","2010","2010",13.4291152703496,,
"DEU","Germany","T","Total","LESS_15_SHARE","Share of under 15 - children","2011","2011",13.4890321556102,,
"DEU","Germany","T","Total","LESS_15_SHARE","Share of under 15 - children","2012","2012",13.338945378068,,
"DEU","Germany","T","Total","LESS_15_SHARE","Share of under 15 - children","2013","2013",13.2216343345679,,
"DEU","Germany","T","Total","LESS_15_SHARE","Share of under 15 - children","2014","2014",13.1689916444288,,
"DEU","Germany","T","Total","LESS_15_SHARE","Share of under 15 - children","2015","2015",13.2015825654066,,
"DEU","Germany","T","Total","LESS_15_SHARE","Share of under 15 - children","2016","2016",13.3151490280918,,
"DEU","Germany","T","Total","LESS_15_SHARE","Share of under 15 - children","2017","2017",13.441286279444,,
"DEU","Germany","T","Total","LESS_15_SHARE","Share of under 15 - children","2018","2018",13.5470493326714,,
"DEU","Germany","T","Total","LESS_15_SHARE","Share of under 15 - children","2019","2019",13.6486126778637,,
"DEU","Germany","T","Total","LESS_15_SHARE","Share of under 15 - children","2020","2020",13.7498927680823,,
"DEU","Germany","T","Total","LESS_15_SHARE","Share of under 15 - children","2021","2021",13.8736907224733,,
"GRC","Greece","W","Women","LESS_15_SHARE","Share of under 15 - children","2010","2010",14.0602879106922,,
"GRC","Greece","W","Women","LESS_15_SHARE","Share of under 15 - children","2011","2011",14.0418083539055,,
"GRC","Greece","W","Women","LESS_15_SHARE","Share of under 15 - children","2012","2012",14.0148897130076,,
"GRC","Greece","W","Women","LESS_15_SHARE","Share of under 15 - children","2013","2013",13.9526776897554,,
"GRC","Greece","W","Women","LESS_15_SHARE","Share of under 15 - children","2014","2014",13.8373678948872,,
"GRC","Greece","W","Women","LESS_15_SHARE","Share of under 15 - children","2015","2015",13.703267132268,,
"GRC","Greece","W","Women","LESS_15_SHARE","Share of under 15 - children","2016","2016",13.6420261966837,,
"GRC","Greece","W","Women","LESS_15_SHARE","Share of under 15 - children","2017","2017",13.6233821825193,,
"GRC","Greece","W","Women","LESS_15_SHARE","Share of under 15 - children","2018","2018",13.5761603791074,,
"GRC","Greece","W","Women","LESS_15_SHARE","Share of under 15 - children","2019","2019",13.5205281743312,,
"GRC","Greece","W","Women","LESS_15_SHARE","Share of under 15 - children","2020","2020",13.4481157159635,,
"GRC","Greece","W","Women","LESS_15_SHARE","Share of under 15 - children","2021","2021",13.3352243567718,,
"GRC","Greece","M","Men","LESS_15_SHARE","Share of under 15 - children","2010","2010",15.2367982082978,,
"GRC","Greece","M","Men","LESS_15_SHARE","Share of under 15 - children","2011","2011",15.2891408625354,,
"GRC","Greece","M","Men","LESS_15_SHARE","Share of under 15 - children","2012","2012",15.3661612112839,,
"GRC","Greece","M","Men","LESS_15_SHARE","Share of under 15 - children","2013","2013",15.4119748062828,,
"GRC","Greece","M","Men","LESS_15_SHARE","Share of under 15 - children","2014","2014",15.3832254577036,,
"GRC","Greece","M","Men","LESS_15_SHARE","Share of under 15 - children","2015","2015",15.3144215923603,,
"GRC","Greece","M","Men","LESS_15_SHARE","Share of under 15 - children","2016","2016",15.2820624560576,,
"GRC","Greece","M","Men","LESS_15_SHARE","Share of under 15 - children","2017","2017",15.2629831173746,,
"GRC","Greece","M","Men","LESS_15_SHARE","Share of under 15 - children","2018","2018",15.2032427461983,,
"GRC","Greece","M","Men","LESS_15_SHARE","Share of under 15 - children","2019","2019",15.1069823449775,,
"GRC","Greece","M","Men","LESS_15_SHARE","Share of under 15 - children","2020","2020",14.9919858126601,,
"GRC","Greece","M","Men","LESS_15_SHARE","Share of under 15 - children","2021","2021",14.8545617026561,,
"GRC","Greece","T","Total","LESS_15_SHARE","Share of under 15 - children","2010","2010",14.6375923629374,,
"GRC","Greece","T","Total","LESS_15_SHARE","Share of under 15 - children","2011","2011",14.6526938558654,,
"GRC","Greece","T","Total","LESS_15_SHARE","Share of under 15 - children","2012","2012",14.6749346537486,,
"GRC","Greece","T","Total","LESS_15_SHARE","Share of under 15 - children","2013","2013",14.663313758999,,
"GRC","Greece","T","Total","LESS_15_SHARE","Share of under 15 - children","2014","2014",14.5882432867275,,
"GRC","Greece","T","Total","LESS_15_SHARE","Share of under 15 - children","2015","2015",14.4844048309181,,
"GRC","Greece","T","Total","LESS_15_SHARE","Share of under 15 - children","2016","2016",14.4368959590259,,
"GRC","Greece","T","Total","LESS_15_SHARE","Share of under 15 - children","2017","2017",14.4185335517685,,
"GRC","Greece","T","Total","LESS_15_SHARE","Share of under 15 - children","2018","2018",14.3658592192941,,
"GRC","Greece","T","Total","LESS_15_SHARE","Share of under 15 - children","2019","2019",14.2917221932879,,
"GRC","Greece","T","Total","LESS_15_SHARE","Share of under 15 - children","2020","2020",14.1993384740074,,
"GRC","Greece","T","Total","LESS_15_SHARE","Share of under 15 - children","2021","2021",14.0745082885723,,
"HUN","Hungary","W","Women","LESS_15_SHARE","Share of under 15 - children","2010","2010",13.6084897573539,,
"HUN","Hungary","W","Women","LESS_15_SHARE","Share of under 15 - children","2011","2011",13.4976476397922,,
"HUN","Hungary","W","Women","LESS_15_SHARE","Share of under 15 - children","2012","2012",13.4318849119201,,
"HUN","Hungary","W","Women","LESS_15_SHARE","Share of under 15 - children","2013","2013",13.406193991986,,
"HUN","Hungary","W","Women","LESS_15_SHARE","Share of under 15 - children","2014","2014",13.432107300323,,
"HUN","Hungary","W","Women","LESS_15_SHARE","Share of under 15 - children","2015","2015",13.4693011441161,,
"HUN","Hungary","W","Women","LESS_15_SHARE","Share of under 15 - children","2016","2016",13.4998259977654,,
"HUN","Hungary","W","Women","LESS_15_SHARE","Share of under 15 - children","2017","2017",13.5343075138415,,
"HUN","Hungary","W","Women","LESS_15_SHARE","Share of under 15 - children","2018","2018",13.5608572022753,,
"HUN","Hungary","W","Women","LESS_15_SHARE","Share of under 15 - children","2019","2019",13.5805695648887,,
"HUN","Hungary","W","Women","LESS_15_SHARE","Share of under 15 - children","2020","2020",13.5998512758433,,
"HUN","Hungary","W","Women","LESS_15_SHARE","Share of under 15 - children","2021","2021",13.605263751301,,
"HUN","Hungary","M","Men","LESS_15_SHARE","Share of under 15 - children","2010","2010",15.8436763219939,,
"HUN","Hungary","M","Men","LESS_15_SHARE","Share of under 15 - children","2011","2011",15.7058807625398,,
"HUN","Hungary","M","Men","LESS_15_SHARE","Share of under 15 - children","2012","2012",15.6157474336442,,
"HUN","Hungary","M","Men","LESS_15_SHARE","Share of under 15 - children","2013","2013",15.5731618734464,,
"HUN","Hungary","M","Men","LESS_15_SHARE","Share of under 15 - children","2014","2014",15.586057066741,,
"HUN","Hungary","M","Men","LESS_15_SHARE","Share of under 15 - children","2015","2015",15.6012095950065,,
"HUN","Hungary","M","Men","LESS_15_SHARE","Share of under 15 - children","2016","2016",15.6096830608376,,
"HUN","Hungary","M","Men","LESS_15_SHARE","Share of under 15 - children","2017","2017",15.6239033792609,,
"HUN","Hungary","M","Men","LESS_15_SHARE","Share of under 15 - children","2018","2018",15.6186954569097,,
"HUN","Hungary","M","Men","LESS_15_SHARE","Share of under 15 - children","2019","2019",15.6018833308716,,
"HUN","Hungary","M","Men","LESS_15_SHARE","Share of under 15 - children","2020","2020",15.5962721539902,,
"HUN","Hungary","M","Men","LESS_15_SHARE","Share of under 15 - children","2021","2021",15.5958047712509,,
"HUN","Hungary","T","Total","LESS_15_SHARE","Share of under 15 - children","2010","2010",14.6702906594187,,
"HUN","Hungary","T","Total","LESS_15_SHARE","Share of under 15 - children","2011","2011",14.5474104171336,,
"HUN","Hungary","T","Total","LESS_15_SHARE","Share of under 15 - children","2012","2012",14.4710113459546,,
"HUN","Hungary","T","Total","LESS_15_SHARE","Share of under 15 - children","2013","2013",14.4377945681847,,
"HUN","Hungary","T","Total","LESS_15_SHARE","Share of under 15 - children","2014","2014",14.458074451379,,
"HUN","Hungary","T","Total","LESS_15_SHARE","Share of under 15 - children","2015","2015",14.4855773504588,,
"HUN","Hungary","T","Total","LESS_15_SHARE","Share of under 15 - children","2016","2016",14.5063605904447,,
"HUN","Hungary","T","Total","LESS_15_SHARE","Share of under 15 - children","2017","2017",14.5320239571662,,
"HUN","Hungary","T","Total","LESS_15_SHARE","Share of under 15 - children","2018","2018",14.5447128074221,,
"HUN","Hungary","T","Total","LESS_15_SHARE","Share of under 15 - children","2019","2019",14.548350643149,,
"HUN","Hungary","T","Total","LESS_15_SHARE","Share of under 15 - children","2020","2020",14.556540805052,,
"HUN","Hungary","T","Total","LESS_15_SHARE","Share of under 15 - children","2021","2021",14.5594086361199,,
"ISL","Iceland","W","Women","LESS_15_SHARE","Share of under 15 - children","2010","2010",20.6099867779261,,
"ISL","Iceland","W","Women","LESS_15_SHARE","Share of under 15 - children","2011","2011",20.4691986097819,,
"ISL","Iceland","W","Women","LESS_15_SHARE","Share of under 15 - children","2012","2012",20.3251218581252,,
"ISL","Iceland","W","Women","LESS_15_SHARE","Share of under 15 - children","2013","2013",20.2426465576533,,
"ISL","Iceland","W","Women","LESS_15_SHARE","Share of under 15 - children","2014","2014",20.1050676441922,,
"ISL","Iceland","W","Women","LESS_15_SHARE","Share of under 15 - children","2015","2015",19.8578285436539,,
"ISL","Iceland","W","Women","LESS_15_SHARE","Share of under 15 - children","2016","2016",19.6308724832215,,
"ISL","Iceland","W","Women","LESS_15_SHARE","Share of under 15 - children","2017","2017",19.4160229947599,,
"ISL","Iceland","W","Women","LESS_15_SHARE","Share of under 15 - children","2018","2018",19.1139812871735,,
"ISL","Iceland","W","Women","LESS_15_SHARE","Share of under 15 - children","2019","2019",18.8371311956008,,
"ISL","Iceland","W","Women","LESS_15_SHARE","Share of under 15 - children","2020","2020",18.6818174177607,,
"ISL","Iceland","W","Women","LESS_15_SHARE","Share of under 15 - children","2021","2021",18.5569737451227,,
"ISL","Iceland","M","Men","LESS_15_SHARE","Share of under 15 - children","2010","2010",21.23269260822,,
"ISL","Iceland","M","Men","LESS_15_SHARE","Share of under 15 - children","2011","2011",21.181494128737,,
"ISL","Iceland","M","Men","LESS_15_SHARE","Share of under 15 - children","2012","2012",21.064472424894,,
"ISL","Iceland","M","Men","LESS_15_SHARE","Share of under 15 - children","2013","2013",20.9211952505296,,
"ISL","Iceland","M","Men","LESS_15_SHARE","Share of under 15 - children","2014","2014",20.7651936729053,,
"ISL","Iceland","M","Men","LESS_15_SHARE","Share of under 15 - children","2015","2015",20.5067738287172,,
"ISL","Iceland","M","Men","LESS_15_SHARE","Share of under 15 - children","2016","2016",20.1204840645341,,
"ISL","Iceland","M","Men","LESS_15_SHARE","Share of under 15 - children","2017","2017",19.6658960399732,,
"ISL","Iceland","M","Men","LESS_15_SHARE","Share of under 15 - children","2018","2018",19.2198424148263,,
"ISL","Iceland","M","Men","LESS_15_SHARE","Share of under 15 - children","2019","2019",18.890793935821,,
"ISL","Iceland","M","Men","LESS_15_SHARE","Share of under 15 - children","2020","2020",18.758544382916,,
"ISL","Iceland","M","Men","LESS_15_SHARE","Share of under 15 - children","2021","2021",18.6977615650727,,
"ISL","Iceland","T","Total","LESS_15_SHARE","Share of under 15 - children","2010","2010",20.9232055941945,,
"ISL","Iceland","T","Total","LESS_15_SHARE","Share of under 15 - children","2011","2011",20.8268680390331,,
"ISL","Iceland","T","Total","LESS_15_SHARE","Share of under 15 - children","2012","2012",20.6960523567066,,
"ISL","Iceland","T","Total","LESS_15_SHARE","Share of under 15 - children","2013","2013",20.5829572866572,,
"ISL","Iceland","T","Total","LESS_15_SHARE","Share of under 15 - children","2014","2014",20.4362527834711,,
"ISL","Iceland","T","Total","LESS_15_SHARE","Share of under 15 - children","2015","2015",20.1839077680175,,
"ISL","Iceland","T","Total","LESS_15_SHARE","Share of under 15 - children","2016","2016",19.8777706560138,,
"ISL","Iceland","T","Total","LESS_15_SHARE","Share of under 15 - children","2017","2017",19.5428641318117,,
"ISL","Iceland","T","Total","LESS_15_SHARE","Share of under 15 - children","2018","2018",19.1680700381604,,
"ISL","Iceland","T","Total","LESS_15_SHARE","Share of under 15 - children","2019","2019",18.8646486834296,,
"ISL","Iceland","T","Total","LESS_15_SHARE","Share of under 15 - children","2020","2020",18.7211770933958,,
"ISL","Iceland","T","Total","LESS_15_SHARE","Share of under 15 - children","2021","2021",18.6291853120478,,
"IRL","Ireland","W","Women","LESS_15_SHARE","Share of under 15 - children","2010","2010",20.3795545808176,,
"IRL","Ireland","W","Women","LESS_15_SHARE","Share of under 15 - children","2011","2011",20.6905365516655,,
"IRL","Ireland","W","Women","LESS_15_SHARE","Share of under 15 - children","2012","2012",20.815679610813,,
"IRL","Ireland","W","Women","LESS_15_SHARE","Share of under 15 - children","2013","2013",20.8782506448252,,
"IRL","Ireland","W","Women","LESS_15_SHARE","Share of under 15 - children","2014","2014",20.7955680172042,,
"IRL","Ireland","W","Women","LESS_15_SHARE","Share of under 15 - children","2015","2015",20.6725205046773,,
"IRL","Ireland","W","Women","LESS_15_SHARE","Share of under 15 - children","2016","2016",20.5310710051729,,
"IRL","Ireland","W","Women","LESS_15_SHARE","Share of under 15 - children","2017","2017",20.3436314237741,,
"IRL","Ireland","W","Women","LESS_15_SHARE","Share of under 15 - children","2018","2018",20.1070631751876,,
"IRL","Ireland","W","Women","LESS_15_SHARE","Share of under 15 - children","2019","2019",19.8276216131331,,
"IRL","Ireland","W","Women","LESS_15_SHARE","Share of under 15 - children","2020","2020",19.4988438901345,,
"IRL","Ireland","W","Women","LESS_15_SHARE","Share of under 15 - children","2021","2021",19.228498327101,,
"IRL","Ireland","M","Men","LESS_15_SHARE","Share of under 15 - children","2010","2010",21.6820404733308,,
"IRL","Ireland","M","Men","LESS_15_SHARE","Share of under 15 - children","2011","2011",22.0183078133244,,
"IRL","Ireland","M","Men","LESS_15_SHARE","Share of under 15 - children","2012","2012",22.2142076300968,,
"IRL","Ireland","M","Men","LESS_15_SHARE","Share of under 15 - children","2013","2013",22.2100570789688,,
"IRL","Ireland","M","Men","LESS_15_SHARE","Share of under 15 - children","2014","2014",22.1644155106412,,
"IRL","Ireland","M","Men","LESS_15_SHARE","Share of under 15 - children","2015","2015",22.0799942011927,,
"IRL","Ireland","M","Men","LESS_15_SHARE","Share of under 15 - children","2016","2016",21.9115670436463,,
"IRL","Ireland","M","Men","LESS_15_SHARE","Share of under 15 - children","2017","2017",21.6950675897283,,
"IRL","Ireland","M","Men","LESS_15_SHARE","Share of under 15 - children","2018","2018",21.4425676462079,,
"IRL","Ireland","M","Men","LESS_15_SHARE","Share of under 15 - children","2019","2019",21.1856328491398,,
"IRL","Ireland","M","Men","LESS_15_SHARE","Share of under 15 - children","2020","2020",20.8426364521646,,
"IRL","Ireland","M","Men","LESS_15_SHARE","Share of under 15 - children","2021","2021",20.5153152485045,,
"IRL","Ireland","T","Total","LESS_15_SHARE","Share of under 15 - children","2010","2010",21.026450772521,,
"IRL","Ireland","T","Total","LESS_15_SHARE","Share of under 15 - children","2011","2011",21.3495062611369,,
"IRL","Ireland","T","Total","LESS_15_SHARE","Share of under 15 - children","2012","2012",21.508297129741,,
"IRL","Ireland","T","Total","LESS_15_SHARE","Share of under 15 - children","2013","2013",21.5380344722449,,
"IRL","Ireland","T","Total","LESS_15_SHARE","Share of under 15 - children","2014","2014",21.473014396914,,
"IRL","Ireland","T","Total","LESS_15_SHARE","Share of under 15 - children","2015","2015",21.3683983508636,,
"IRL","Ireland","T","Total","LESS_15_SHARE","Share of under 15 - children","2016","2016",21.2145463000335,,
"IRL","Ireland","T","Total","LESS_15_SHARE","Share of under 15 - children","2017","2017",21.0125425405165,,
"IRL","Ireland","T","Total","LESS_15_SHARE","Share of under 15 - children","2018","2018",20.7685584664655,,
"IRL","Ireland","T","Total","LESS_15_SHARE","Share of under 15 - children","2019","2019",20.5003519255121,,
"IRL","Ireland","T","Total","LESS_15_SHARE","Share of under 15 - children","2020","2020",20.1644900805494,,
"IRL","Ireland","T","Total","LESS_15_SHARE","Share of under 15 - children","2021","2021",19.8655880721387,,
"ITA","Italy","W","Women","LESS_15_SHARE","Share of under 15 - children","2010","2010",13.242397816547,,
"ITA","Italy","W","Women","LESS_15_SHARE","Share of under 15 - children","2011","2011",13.2068962945584,,
"ITA","Italy","W","Women","LESS_15_SHARE","Share of under 15 - children","2012","2012",13.1732626616556,,
"ITA","Italy","W","Women","LESS_15_SHARE","Share of under 15 - children","2013","2013",13.1278075236931,,
"ITA","Italy","W","Women","LESS_15_SHARE","Share of under 15 - children","2014","2014",13.0482300480281,,
"ITA","Italy","W","Women","LESS_15_SHARE","Share of under 15 - children","2015","2015",12.9432870988646,,
"ITA","Italy","W","Women","LESS_15_SHARE","Share of under 15 - children","2016","2016",12.8197647970502,,
"ITA","Italy","W","Women","LESS_15_SHARE","Share of under 15 - children","2017","2017",12.6890776142664,,
"ITA","Italy","W","Women","LESS_15_SHARE","Share of under 15 - children","2018","2018",12.5385130810013,,
"ITA","Italy","W","Women","LESS_15_SHARE","Share of under 15 - children","2019","2019",12.3590491719991,,
"ITA","Italy","W","Women","LESS_15_SHARE","Share of under 15 - children","2020","2020",12.2363285315715,,
"ITA","Italy","W","Women","LESS_15_SHARE","Share of under 15 - children","2021","2021",12.1076478391618,,
"ITA","Italy","M","Men","LESS_15_SHARE","Share of under 15 - children","2010","2010",14.9899378174453,,
"ITA","Italy","M","Men","LESS_15_SHARE","Share of under 15 - children","2011","2011",14.9601995856686,,
"ITA","Italy","M","Men","LESS_15_SHARE","Share of under 15 - children","2012","2012",14.9081171983209,,
"ITA","Italy","M","Men","LESS_15_SHARE","Share of under 15 - children","2013","2013",14.8309667379488,,
"ITA","Italy","M","Men","LESS_15_SHARE","Share of under 15 - children","2014","2014",14.7223144540052,,
"ITA","Italy","M","Men","LESS_15_SHARE","Share of under 15 - children","2015","2015",14.5810309503942,,
"ITA","Italy","M","Men","LESS_15_SHARE","Share of under 15 - children","2016","2016",14.4048317119195,,
"ITA","Italy","M","Men","LESS_15_SHARE","Share of under 15 - children","2017","2017",14.2159327543385,,
"ITA","Italy","M","Men","LESS_15_SHARE","Share of under 15 - children","2018","2018",14.0124733790109,,
"ITA","Italy","M","Men","LESS_15_SHARE","Share of under 15 - children","2019","2019",13.7951672709618,,
"ITA","Italy","M","Men","LESS_15_SHARE","Share of under 15 - children","2020","2020",13.648430262726,,
"ITA","Italy","M","Men","LESS_15_SHARE","Share of under 15 - children","2021","2021",13.495565060481,,
"ITA","Italy","T","Total","LESS_15_SHARE","Share of under 15 - children","2010","2010",14.0883922577494,,
"ITA","Italy","T","Total","LESS_15_SHARE","Share of under 15 - children","2011","2011",14.0554832434635,,
"ITA","Italy","T","Total","LESS_15_SHARE","Share of under 15 - children","2012","2012",14.0132078681279,,
"ITA","Italy","T","Total","LESS_15_SHARE","Share of under 15 - children","2013","2013",13.9528959064867,,
"ITA","Italy","T","Total","LESS_15_SHARE","Share of under 15 - children","2014","2014",13.8595886507168,,
"ITA","Italy","T","Total","LESS_15_SHARE","Share of under 15 - children","2015","2015",13.7375744440869,,
"ITA","Italy","T","Total","LESS_15_SHARE","Share of under 15 - children","2016","2016",13.5893123239007,,
"ITA","Italy","T","Total","LESS_15_SHARE","Share of under 15 - children","2017","2017",13.4312937643976,,
"ITA","Italy","T","Total","LESS_15_SHARE","Share of under 15 - children","2018","2018",13.2559285989516,,
"ITA","Italy","T","Total","LESS_15_SHARE","Share of under 15 - children","2019","2019",13.0585008035534,,
"ITA","Italy","T","Total","LESS_15_SHARE","Share of under 15 - children","2020","2020",12.9242938687655,,
"ITA","Italy","T","Total","LESS_15_SHARE","Share of under 15 - children","2021","2021",12.7840427993621,,
"JPN","Japan","W","Women","LESS_15_SHARE","Share of under 15 - children","2010","2010",12.5022853092932,,
"JPN","Japan","W","Women","LESS_15_SHARE","Share of under 15 - children","2011","2011",12.4223741516407,,
"JPN","Japan","W","Women","LESS_15_SHARE","Share of under 15 - children","2012","2012",12.3278588431753,,
"JPN","Japan","W","Women","LESS_15_SHARE","Share of under 15 - children","2013","2013",12.2280153663821,,
"JPN","Japan","W","Women","LESS_15_SHARE","Share of under 15 - children","2014","2014",12.1273904500599,,
"JPN","Japan","W","Women","LESS_15_SHARE","Share of under 15 - children","2015","2015",11.9240052799406,,
"JPN","Japan","W","Women","LESS_15_SHARE","Share of under 15 - children","2016","2016",11.8153332465106,,
"JPN","Japan","W","Women","LESS_15_SHARE","Share of under 15 - children","2017","2017",11.6959811561492,,
"JPN","Japan","W","Women","LESS_15_SHARE","Share of under 15 - children","2018","2018",11.5875544989242,,
"JPN","Japan","W","Women","LESS_15_SHARE","Share of under 15 - children","2019","2019",11.4589119189292,,
"JPN","Japan","W","Women","LESS_15_SHARE","Share of under 15 - children","2020","2020",11.3147530550947,,
"JPN","Japan","W","Women","LESS_15_SHARE","Share of under 15 - children","2021","2021",11.1835323512248,,
"JPN","Japan","M","Men","LESS_15_SHARE","Share of under 15 - children","2010","2010",13.8324707665866,,
"JPN","Japan","M","Men","LESS_15_SHARE","Share of under 15 - children","2011","2011",13.7563683325592,,
"JPN","Japan","M","Men","LESS_15_SHARE","Share of under 15 - children","2012","2012",13.6613064233696,,
"JPN","Japan","M","Men","LESS_15_SHARE","Share of under 15 - children","2013","2013",13.5593609171174,,
"JPN","Japan","M","Men","LESS_15_SHARE","Share of under 15 - children","2014","2014",13.4565405423691,,
"JPN","Japan","M","Men","LESS_15_SHARE","Share of under 15 - children","2015","2015",13.2021612976013,,
"JPN","Japan","M","Men","LESS_15_SHARE","Share of under 15 - children","2016","2016",13.0827672527819,,
"JPN","Japan","M","Men","LESS_15_SHARE","Share of under 15 - children","2017","2017",12.9490550436412,,
"JPN","Japan","M","Men","LESS_15_SHARE","Share of under 15 - children","2018","2018",12.8273703187235,,
"JPN","Japan","M","Men","LESS_15_SHARE","Share of under 15 - children","2019","2019",12.6850252979369,,
"JPN","Japan","M","Men","LESS_15_SHARE","Share of under 15 - children","2020","2020",12.5510816447141,,
"JPN","Japan","M","Men","LESS_15_SHARE","Share of under 15 - children","2021","2021",12.4105093131639,,
"JPN","Japan","T","Total","LESS_15_SHARE","Share of under 15 - children","2010","2010",13.1497096707107,,
"JPN","Japan","T","Total","LESS_15_SHARE","Share of under 15 - children","2011","2011",13.0715299085809,,
"JPN","Japan","T","Total","LESS_15_SHARE","Share of under 15 - children","2012","2012",12.9766425351578,,
"JPN","Japan","T","Total","LESS_15_SHARE","Share of under 15 - children","2013","2013",12.8756937391315,,
"JPN","Japan","T","Total","LESS_15_SHARE","Share of under 15 - children","2014","2014",12.7740207950272,,
"JPN","Japan","T","Total","LESS_15_SHARE","Share of under 15 - children","2015","2015",12.5459302034872,,
"JPN","Japan","T","Total","LESS_15_SHARE","Share of under 15 - children","2016","2016",12.4320667951693,,
"JPN","Japan","T","Total","LESS_15_SHARE","Share of under 15 - children","2017","2017",12.3057283459114,,
"JPN","Japan","T","Total","LESS_15_SHARE","Share of under 15 - children","2018","2018",12.1909002921312,,
"JPN","Japan","T","Total","LESS_15_SHARE","Share of under 15 - children","2019","2019",12.0557184279357,,
"JPN","Japan","T","Total","LESS_15_SHARE","Share of under 15 - children","2020","2020",11.9160260358111,,
"JPN","Japan","T","Total","LESS_15_SHARE","Share of under 15 - children","2021","2021",11.7800870406428,,
"KOR","Korea","W","Women","LESS_15_SHARE","Share of under 15 - children","2010","2010",15.4958671824154,,
"KOR","Korea","W","Women","LESS_15_SHARE","Share of under 15 - children","2011","2011",15.0129142219551,,
"KOR","Korea","W","Women","LESS_15_SHARE","Share of under 15 - children","2012","2012",14.5740327235935,,
"KOR","Korea","W","Women","LESS_15_SHARE","Share of under 15 - children","2013","2013",14.1599957110314,,
"KOR","Korea","W","Women","LESS_15_SHARE","Share of under 15 - children","2014","2014",13.7567722049949,,
"KOR","Korea","W","Women","LESS_15_SHARE","Share of under 15 - children","2015","2015",13.3610795494429,,
"KOR","Korea","W","Women","LESS_15_SHARE","Share of under 15 - children","2016","2016",13.0086467789733,,
"KOR","Korea","W","Women","LESS_15_SHARE","Share of under 15 - children","2017","2017",12.7208663000108,,
"KOR","Korea","W","Women","LESS_15_SHARE","Share of under 15 - children","2018","2018",12.4211775172181,,
"KOR","Korea","W","Women","LESS_15_SHARE","Share of under 15 - children","2019","2019",12.1150715874206,,
"KOR","Korea","W","Women","LESS_15_SHARE","Share of under 15 - children","2020","2020",11.8452282386709,,
"KOR","Korea","W","Women","LESS_15_SHARE","Share of under 15 - children","2021","2021",11.5689294298789,,
"KOR","Korea","M","Men","LESS_15_SHARE","Share of under 15 - children","2010","2010",16.7040109216975,,
"KOR","Korea","M","Men","LESS_15_SHARE","Share of under 15 - children","2011","2011",16.1079155306249,,
"KOR","Korea","M","Men","LESS_15_SHARE","Share of under 15 - children","2012","2012",15.6106153160829,,
"KOR","Korea","M","Men","LESS_15_SHARE","Share of under 15 - children","2013","2013",15.1546753276081,,
"KOR","Korea","M","Men","LESS_15_SHARE","Share of under 15 - children","2014","2014",14.6708614794131,,
"KOR","Korea","M","Men","LESS_15_SHARE","Share of under 15 - children","2015","2015",14.1964435559688,,
"KOR","Korea","M","Men","LESS_15_SHARE","Share of under 15 - children","2016","2016",13.7948269851652,,
"KOR","Korea","M","Men","LESS_15_SHARE","Share of under 15 - children","2017","2017",13.4614518599889,,
"KOR","Korea","M","Men","LESS_15_SHARE","Share of under 15 - children","2018","2018",13.1141869341592,,
"KOR","Korea","M","Men","LESS_15_SHARE","Share of under 15 - children","2019","2019",12.7712319101064,,
"KOR","Korea","M","Men","LESS_15_SHARE","Share of under 15 - children","2020","2020",12.4746581683149,,
"KOR","Korea","M","Men","LESS_15_SHARE","Share of under 15 - children","2021","2021",12.171658436798,,
"KOR","Korea","T","Total","LESS_15_SHARE","Share of under 15 - children","2010","2010",16.1024760165211,,
"KOR","Korea","T","Total","LESS_15_SHARE","Share of under 15 - children","2011","2011",15.5626416019436,,
